Fiscal Year,Department Name,Fund Name,Unit Name,Expenditure Category,Object Name,Actual Expenses,Current Expense Budget
2023,City Treasurer,General Fund,City Treasurer,"Materials, Supplies, and Repairs",License Tags,2295.47,1000
2023,City Treasurer,General Fund,City Treasurer,Contractual Services,Membership Dues & Subscription,910,1000
2023,City Treasurer,General Fund,City Treasurer,Contractual Services,Mileage,761.35,3000
2023,City Treasurer,General Fund,City Treasurer,Contractual Services,Other Contractual Services,61411.61,130294
2023,City Treasurer,General Fund,City Treasurer,Contractual Services,Parking Validations,16,400
2023,City Treasurer,General Fund,City Treasurer,"Materials, Supplies, and Repairs",Repairs-Office Equipment,1910,8000
2023,City Treasurer,General Fund,City Treasurer,"Materials, Supplies, and Repairs",Repairs-Vehicle Maintenance,1157,1157
2023,City Treasurer,General Fund,City Treasurer,Personnel Services,Retirement Expense (Vsrs Emp),232185.13,248177
2023,City Treasurer,General Fund,City Treasurer,Personnel Services,Semi-Monthly/Monthly,1791563.07,1801731
2023,City Treasurer,General Fund,City Treasurer,Personnel Services,Semi-Monthly/Monthly Overtime,23.48,0
2023,City Treasurer,General Fund,City Treasurer,Contractual Services,Service Charge Credit Cards,0,40000
2023,City Treasurer,General Fund,City Treasurer,Personnel Services,Social Security Fica Tax,130209.48,134481
2023,City Treasurer,General Fund,City Treasurer,Personnel Services,Special Pay & Allowances,0,0
2023,City Treasurer,General Fund,City Treasurer,"Materials, Supplies, and Repairs",Supplies-Office,28234.66,39925
2023,City Treasurer,General Fund,City Treasurer,Contractual Services,Telephone,12591.31,15400
2023,City Treasurer,General Fund,City Treasurer,Personnel Services,Temporary/Casual Employment,0,0
2023,City Treasurer,General Fund,City Treasurer,Contractual Services,Traveling Expense,0,1000
2023,Clerk of the Circuit Court,General Fund,Clerk Of Circuit Court,Contractual Services,Court Costs & Damage Claims,90050.84,84200
2023,Clerk of the Circuit Court,General Fund,Clerk Of Circuit Court,,Dependent Care FSA,107.66,0
2023,Clerk of the Circuit Court,General Fund,Clerk Of Circuit Court,Personnel Services,Employers Contrb Hospitalizatn,280819.42,299443
2023,Clerk of the Circuit Court,General Fund,Clerk Of Circuit Court,Personnel Services,Group Life Insurance Perm,27356.62,30441
2023,Clerk of the Circuit Court,General Fund,Clerk Of Circuit Court,Contractual Services,Other Contractual Services,118130.41,153719
2023,Clerk of the Circuit Court,General Fund,Clerk Of Circuit Court,Contractual Services,Parking Validations,1555,0
2023,Clerk of the Circuit Court,General Fund,Clerk Of Circuit Court,"Materials, Supplies, and Repairs",Postage - Commercial,16000,20000
2023,Clerk of the Circuit Court,General Fund,Clerk Of Circuit Court,Personnel Services,Retirement Expense (Vsrs Emp),271080.47,289838
2023,Clerk of the Circuit Court,General Fund,Clerk Of Circuit Court,Personnel Services,Semi-Monthly/Monthly,2059673.38,2244530
2023,Clerk of the Circuit Court,General Fund,Clerk Of Circuit Court,Personnel Services,Semi-Monthly/Monthly Overtime,726.97,0
2023,Clerk of the Circuit Court,General Fund,Clerk Of Circuit Court,Personnel Services,Social Security Fica Tax,149443.46,171336
2023,Clerk of the Circuit Court,General Fund,Clerk Of Circuit Court,Personnel Services,Special Pay & Allowances,0,0
2023,Clerk of the Circuit Court,General Fund,Clerk Of Circuit Court,"Materials, Supplies, and Repairs",Supplies-Office,0,13800
2023,Clerk of the Circuit Court,General Fund,Clerk Of Circuit Court,Contractual Services,Telephone,0,45052
2023,Clerk of the Circuit Court,General Fund,Clerk Of Circuit Court,Personnel Services,Temporary/Casual Employment,0,0
2023,Commissioner of the Revenue,General Fund,Commissoner Of The Revenue,Contractual Services,Advertising,0,5200
2023,Commissioner of the Revenue,General Fund,Commissoner Of The Revenue,Contractual Services,Billing & Deliquent Notice Svc,27693.81,27000
2023,Commissioner of the Revenue,General Fund,Commissoner Of The Revenue,"Materials, Supplies, and Repairs",Books-Under $1000,168,6700
2023,Commissioner of the Revenue,General Fund,Commissoner Of The Revenue,"Materials, Supplies, and Repairs",Chargeouts-Mail Room,18197.64,22200
2023,Commissioner of the Revenue,General Fund,Commissoner Of The Revenue,"Materials, Supplies, and Repairs",Chargeouts-Repro/Printing,0,4677
2023,Commissioner of the Revenue,General Fund,Commissoner Of The Revenue,"Materials, Supplies, and Repairs",Computer Software-Under $1000,3354.95,4459
2023,Commissioner of the Revenue,General Fund,Commissoner Of The Revenue,,Dependent Care FSA,1346.14,0
2023,Commissioner of the Revenue,General Fund,Commissoner Of The Revenue,Contractual Services,Employee Training Expense,5540,10500
2023,Commissioner of the Revenue,General Fund,Commissoner Of The Revenue,Personnel Services,Employers Contrb Hospitalizatn,280349.05,333398
2023,Commissioner of the Revenue,General Fund,Commissoner Of The Revenue,Equipment,Equip-Office & Household,0,2400
2023,Commissioner of the Revenue,General Fund,Commissoner Of The Revenue,"Materials, Supplies, and Repairs",Food,0,0
2023,Commissioner of the Revenue,General Fund,Commissoner Of The Revenue,Personnel Services,Group Life Insurance Perm,25832.52,29979
2023,Commissioner of the Revenue,General Fund,Commissoner Of The Revenue,"Materials, Supplies, and Repairs",License Tags,14520,34000
2023,Commissioner of the Revenue,General Fund,Commissoner Of The Revenue,Contractual Services,Membership Dues & Subscription,3933,4300
2023,Commissioner of the Revenue,General Fund,Commissoner Of The Revenue,Contractual Services,Mileage,0,300
2023,Commissioner of the Revenue,General Fund,Commissoner Of The Revenue,Contractual Services,Other Contractual Services,0,2550
2023,Commissioner of the Revenue,General Fund,Commissoner Of The Revenue,Contractual Services,Parking Validations,0,2543
2023,Commissioner of the Revenue,General Fund,Commissoner Of The Revenue,Contractual Services,"Rent Of Boxes, P O & Safe Dep",1642,1338
2023,Commissioner of the Revenue,General Fund,Commissoner Of The Revenue,Contractual Services,Rent Of Equipment,7857.24,8800
2023,Commissioner of the Revenue,General Fund,Commissoner Of The Revenue,"Materials, Supplies, and Repairs",Repairs-Office Equipment,495,2866
2023,Commissioner of the Revenue,General Fund,Commissoner Of The Revenue,"Materials, Supplies, and Repairs",Repairs-Vehicle Maintenance,4686.98,4631
2023,Commissioner of the Revenue,General Fund,Commissoner Of The Revenue,Personnel Services,Retirement,28504,28504
2023,Commissioner of the Revenue,General Fund,Commissoner Of The Revenue,Personnel Services,Retirement Expense (Vsrs Emp),232274.85,293361
2023,Commissioner of the Revenue,General Fund,Commissoner Of The Revenue,Personnel Services,Semi-Monthly/Monthly,1988175.51,2247507
2023,Commissioner of the Revenue,General Fund,Commissoner Of The Revenue,Personnel Services,Semi-Monthly/Monthly Overtime,0,0
2023,Commissioner of the Revenue,General Fund,Commissoner Of The Revenue,Personnel Services,Social Security Fica Tax,146686.31,172956
2023,Commissioner of the Revenue,General Fund,Commissoner Of The Revenue,Personnel Services,Special Pay & Allowances,22860,22860
2023,Commissioner of the Revenue,General Fund,Commissoner Of The Revenue,"Materials, Supplies, and Repairs",Supplies-Office,16046.1,28822
2023,Commissioner of the Revenue,General Fund,Commissoner Of The Revenue,Contractual Services,Telephone,11189.84,20700
2023,Commissioner of the Revenue,General Fund,Commissoner Of The Revenue,Personnel Services,Temporary/Casual Employment,20452.61,33536
2023,Commissioner of the Revenue,General Fund,Commissoner Of The Revenue,Contractual Services,Traveling Expense,5918.61,10450
2023,Commonwealths Attorney,General Fund,Commonwealth Attorney,"Materials, Supplies, and Repairs",Chargeouts-Mail Room,3839.39,7736
2023,Commonwealths Attorney,General Fund,Commonwealth Attorney,"Materials, Supplies, and Repairs",Chargeouts-Repro/Printing,514.89,15134
2023,Commonwealths Attorney,General Fund,Commonwealth Attorney,Contractual Services,Consulting Services,0,500
2023,Commonwealths Attorney,General Fund,Commonwealth Attorney,,Dependent Care FSA,3365.38,0
2023,Commonwealths Attorney,General Fund,Commonwealth Attorney,Personnel Services,Employers Contrb Hospitalizatn,647586.42,595706
2023,Commonwealths Attorney,General Fund,Commonwealth Attorney,Equipment,Equip-Books-Over $1000,8196.43,12000
2023,Commonwealths Attorney,General Fund,Commonwealth Attorney,Equipment,Equip-Office & Household,14303.11,15000
2023,Commonwealths Attorney,General Fund,Commonwealth Attorney,Equipment,Equip-Software-Over $1000,90722.76,95000
2023,Commonwealths Attorney,General Fund,Commonwealth Attorney,Equipment,Equip-Telephone,0,789
2023,Commonwealths Attorney,General Fund,Commonwealth Attorney,Personnel Services,Group Life Insurance Perm,65117,66348
2023,Commonwealths Attorney,General Fund,Commonwealth Attorney,Contractual Services,Legal & Professional Services,471.83,3000
2023,Commonwealths Attorney,General Fund,Commonwealth Attorney,Contractual Services,Membership Dues & Subscription,28257.14,16750
2023,Commonwealths Attorney,General Fund,Commonwealth Attorney,Contractual Services,Other Contractual Services,11074.03,15243
2023,Commonwealths Attorney,General Fund,Commonwealth Attorney,Contractual Services,Parking Validations,419.14,10700
2023,Commonwealths Attorney,General Fund,Commonwealth Attorney,Contractual Services,Promotional Activities,694.76,500
2023,Commonwealths Attorney,General Fund,Commonwealth Attorney,"Materials, Supplies, and Repairs",Repairs-Building Equipment,235.25,500
2023,Commonwealths Attorney,General Fund,Commonwealth Attorney,"Materials, Supplies, and Repairs",Repairs-Office Equipment,32126.76,26050
2023,Commonwealths Attorney,General Fund,Commonwealth Attorney,"Materials, Supplies, and Repairs",Repairs-Vehicle Maintenance,10419,10419
2023,Commonwealths Attorney,General Fund,Commonwealth Attorney,Personnel Services,Retirement,89543,89543
2023,Commonwealths Attorney,General Fund,Commonwealth Attorney,Personnel Services,Retirement Expense (Vsrs Emp),584823.33,622739
2023,Commonwealths Attorney,General Fund,Commonwealth Attorney,Personnel Services,Semi-Monthly/Monthly,4607130.1,4771905
2023,Commonwealths Attorney,General Fund,Commonwealth Attorney,Personnel Services,Semi-Monthly/Monthly Overtime,28.74,0
2023,Commonwealths Attorney,General Fund,Commonwealth Attorney,Personnel Services,Social Security Fica Tax,401214.09,411952
2023,Commonwealths Attorney,General Fund,Commonwealth Attorney,Personnel Services,Special Pay & Allowances,0,0
2023,Commonwealths Attorney,General Fund,Commonwealth Attorney,"Materials, Supplies, and Repairs",Supplies-Office,10794.14,15226
2023,Commonwealths Attorney,General Fund,Commonwealth Attorney,Contractual Services,Telephone,4152.67,5630
2023,Commonwealths Attorney,General Fund,Commonwealth Attorney,Personnel Services,Temporary/Casual Employment,60511.56,19776
2023,Communications and Technology,Gen Fixed Assets Group Of Acct,IMPACT Norfolk,Contractual Services,Depr-System Account,171.87,0
2023,Communications and Technology,Gen Fixed Assets Group Of Acct,Information Technology,Contractual Services,Depr-System Account,15169.09,0
2023,Communications and Technology,Gen Fixed Assets Group Of Acct,Public Safety Radio Comm. System Upgrade,Contractual Services,Depr-System Account,3679.64,0
2023,Communications and Technology,Gen Fixed Assets Group Of Acct,Radio and Electronics,Contractual Services,Depr-System Account,1948.42,0
2023,Communications and Technology,Gen Fixed Assets Group Of Acct,Relocate the City's Data Center,Contractual Services,Depr-System Account,148452.57,0
2023,Communications and Technology,General Fund,Information Technology,"Materials, Supplies, and Repairs",AFMS,1228911.95,1229802
2023,Communications and Technology,General Fund,Information Technology,"Materials, Supplies, and Repairs",Books-Under $1000,99.24,1000
2023,Communications and Technology,General Fund,Information Technology,"Materials, Supplies, and Repairs",Chargeouts-Mail Room,2.76,500
2023,Communications and Technology,General Fund,Information Technology,"Materials, Supplies, and Repairs",Computer Software-Under $1000,1616.81,9851
2023,Communications and Technology,General Fund,Information Technology,,Dependent Care FSA,2046.14,0
2023,Communications and Technology,General Fund,Information Technology,Contractual Services,Employee Training Expense,44290.82,87250
2023,Communications and Technology,General Fund,Information Technology,Personnel Services,Employers Contrb Hospitalizatn,760637.54,821322
2023,Communications and Technology,General Fund,Information Technology,"Materials, Supplies, and Repairs",Food,618.6,1000
2023,Communications and Technology,General Fund,Information Technology,Personnel Services,Group Life Insurance Perm,77798.97,89855
2023,Communications and Technology,General Fund,Information Technology,Contractual Services,Membership Dues & Subscription,0,1618
2023,Communications and Technology,General Fund,Information Technology,Contractual Services,Mileage,288.13,1000
2023,Communications and Technology,General Fund,Information Technology,Contractual Services,Nonmonetary Awardsrd Pap,0,1040
2023,Communications and Technology,General Fund,Information Technology,Contractual Services,Other Contractual Services,3721585.58,4799406
2023,Communications and Technology,General Fund,Information Technology,Contractual Services,Parking Validations,894.5,11400
2023,Communications and Technology,General Fund,Information Technology,Contractual Services,Rent Of Land-Bldgs & Offices,218040.07,359713
2023,Communications and Technology,General Fund,Information Technology,"Materials, Supplies, and Repairs",Repairs-Vehicle Maintenance,6947,6947
2023,Communications and Technology,General Fund,Information Technology,Personnel Services,Retirement,930481,930481
2023,Communications and Technology,General Fund,Information Technology,Personnel Services,Retirement Expense (Vsrs Emp),168408.18,76106
2023,Communications and Technology,General Fund,Information Technology,Personnel Services,Semi-Monthly/Monthly,6037341.75,6705193
2023,Communications and Technology,General Fund,Information Technology,Personnel Services,Semi-Monthly/Monthly Overtime,851.84,4184
2023,Communications and Technology,General Fund,Information Technology,"Materials, Supplies, and Repairs",Small Tools,1829.27,750
2023,Communications and Technology,General Fund,Information Technology,Personnel Services,Social Security Fica Tax,451678.54,513801
2023,Communications and Technology,General Fund,Information Technology,Personnel Services,Special Pay & Allowances,12902.71,11736
2023,Communications and Technology,General Fund,Information Technology,"Materials, Supplies, and Repairs",Supplies-Electrical & Mech,20217.14,23600
2023,Communications and Technology,General Fund,Information Technology,"Materials, Supplies, and Repairs",Supplies-Office,9024.35,29873
2023,Communications and Technology,General Fund,Information Technology,Equipment,Technology Equipment,1941653.96,2250276
2023,Communications and Technology,General Fund,Information Technology,Contractual Services,Telephone,1260300.34,1533597
